ano;origem;destino;passageiros
2012;PASSO DE TORRESSC;SANTA ROSA DO SULSC;25
2012;PASSO DE TORRESSC;SOMBRIOSC;112
2012;PASSO DE TORRESSC;SÃO JOÃO DO SULSC;107
2012;PAULO LOPESSC;BOM JARDIM DA SERRASC;185
2012;PAULO LOPESSC;CRICIÚMASC;15
2012;PAULO LOPESSC;FLORIANÓPOLISSC;56322
2012;PAULO LOPESSC;GAROPABASC;13568
2012;PAULO LOPESSC;IMARUÍSC;183
2012;PAULO LOPESSC;IMBITUBASC;9570
2012;PAULO LOPESSC;IÇARASC;20
2012;PAULO LOPESSC;JAGUARUNASC;2
2012;PAULO LOPESSC;LAGUNASC;343
2012;PAULO LOPESSC;LAURO MULLERSC;86
2012;PAULO LOPESSC;PALHOÇASC;33070
2012;PAULO LOPESSC;SÃO JOSÉSC;6975
2012;PAULO LOPESSC;TUBARÃOSC;41
2012;PEDRAS GRANDESSC;LAURO MULLERSC;2141
2012;PEDRAS GRANDESSC;ORLEANSSC;10535
2012;PEDRAS GRANDESSC;TUBARÃOSC;37032
2012;PEDRAS GRANDESSC;URUSSANGASC;314
2012;PENHASC;ARAQUARISC;13
2012;PENHASC;BALNEÁRIO PIÇARRASSC;92062
2012;PENHASC;BARRA VELHASC;2726
2012;PENHASC;BENEDITO NOVOSC;468
2012;PENHASC;BLUMENAUSC;5919
2012;PENHASC;GASPARSC;1552
2012;PENHASC;ILHOTASC;255
2012;PENHASC;INDAIALSC;919
2012;PENHASC;ITAJAÍSC;8749
2012;PENHASC;JOINVILLESC;1535
2012;PENHASC;NAVEGANTESSC;135120
2012;PENHASC;PIRATUBASC;27
2012;PENHASC;PRAIA GRANDESC;415
2012;PENHASC;SÃO FRANCISCO DO SULSC;33
2012;PENHASC;TIMBÓSC;328
2012;PERITIBASC;ALTO BELA VISTASC;986
2012;PERITIBASC;CONCÓRDIASC;1140
2012;PERITIBASC;IPIRASC;637
2012;PERITIBASC;PIRATUBASC;282
2012;PESCARIA BRAVASC;CAPIVARI DE BAIXOSC;2500
2012;PESCARIA BRAVASC;IMARUÍSC;5728
2012;PESCARIA BRAVASC;LAGUNASC;13126
2012;PESCARIA BRAVASC;TUBARÃOSC;2890
2012;PETROLÂNDIASC;ITUPORANGASC;3346
2012;PINHALZINHOSC;BALNEÁRIO CAMBORIÚSC;952
2012;PINHALZINHOSC;BLUMENAUSC;850
2012;PINHALZINHOSC;CAMPO ERÊSC;377
2012;PINHALZINHOSC;CAMPOS NOVOSSC;113
2012;PINHALZINHOSC;CAÇADORSC;115
2012;PINHALZINHOSC;CHAPECÓSC;25497
2012;PINHALZINHOSC;CURITIBANOSSC;56
2012;PINHALZINHOSC;DIONÍSIO CERQUEIRASC;258
2012;PINHALZINHOSC;FLORIANÓPOLISSC;2783
2012;PINHALZINHOSC;GUARACIABASC;290
2012;PINHALZINHOSC;GUARUJÁ DO SULSC;44
2012;PINHALZINHOSC;ITAJAÍSC;557
2012;PINHALZINHOSC;ITAPEMASC;42
2012;PINHALZINHOSC;JOAÇABASC;458
2012;PINHALZINHOSC;JOINVILLESC;62
2012;PINHALZINHOSC;LAGESSC;4
2012;PINHALZINHOSC;LEBON RÉGISSC;14
2012;PINHALZINHOSC;MAFRASC;9
2012;PINHALZINHOSC;MARAVILHASC;9817
2012;PINHALZINHOSC;MODELOSC;160
2012;PINHALZINHOSC;MONTE CASTELOSC;12
2012;PINHALZINHOSC;NOVA ERECHIMSC;6257
2012;PINHALZINHOSC;NOVA ITABERABASC;2
2012;PINHALZINHOSC;PONTE SERRADASC;140
2012;PINHALZINHOSC;POUSO REDONDOSC;7
2012;PINHALZINHOSC;RIO DO SULSC;74
2012;PINHALZINHOSC;RIO NEGRINHOSC;17
2012;PINHALZINHOSC;SALTINHOSC;354
2012;PINHALZINHOSC;SANTA CECÍLIASC;3
2012;PINHALZINHOSC;SERRA ALTASC;187
2012;PINHALZINHOSC;SÃO BENTO DO SULSC;27
2012;PINHALZINHOSC;SÃO JOSÉ DO CEDROSC;354
2012;PINHALZINHOSC;SÃO MIGUEL DO OESTESC;3358
2012;PINHALZINHOSC;TANGARÁSC;11
2012;PINHALZINHOSC;VARGEM BONITASC;63
2012;PINHALZINHOSC;VIDEIRASC;235
2012;PINHALZINHOSC;XANXERÊSC;1701
2012;PINHALZINHOSC;XAXIMSC;476
2012;PINHEIRO PRETOSC;CALMONSC;211
2012;PINHEIRO PRETOSC;CAPINZALSC;33
2012;PINHEIRO PRETOSC;CAÇADORSC;741
2012;PINHEIRO PRETOSC;IBICARÉSC;313
2012;PINHEIRO PRETOSC;IPIRASC;6
2012;PINHEIRO PRETOSC;JOAÇABASC;511
2012;PINHEIRO PRETOSC;LACERDÓPOLISSC;36
2012;PINHEIRO PRETOSC;LAGESSC;52
2012;PINHEIRO PRETOSC;LUZERNASC;101
2012;PINHEIRO PRETOSC;MATOS COSTASC;21
2012;PINHEIRO PRETOSC;OUROSC;6
2012;PINHEIRO PRETOSC;PIRATUBASC;15
2012;PINHEIRO PRETOSC;PORTO UNIÃOSC;44
2012;PINHEIRO PRETOSC;RIO DAS ANTASSC;220
2012;PINHEIRO PRETOSC;TANGARÁSC;4509
2012;PINHEIRO PRETOSC;VIDEIRASC;10910
2012;PIRATUBASC;BALNEÁRIO CAMBORIÚSC;267
2012;PIRATUBASC;BALNEÁRIO PIÇARRASSC;23
2012;PIRATUBASC;BLUMENAUSC;364
2012;PIRATUBASC;CALMONSC;12
2012;PIRATUBASC;CAMPOS NOVOSSC;701
2012;PIRATUBASC;CAPINZALSC;8949
2012;PIRATUBASC;CAÇADORSC;163
2012;PIRATUBASC;CONCÓRDIASC;905
2012;PIRATUBASC;FLORIANÓPOLISSC;231
2012;PIRATUBASC;GASPARSC;293
2012;PIRATUBASC;IBICARÉSC;23
2012;PIRATUBASC;IBIRAMASC;4
2012;PIRATUBASC;ILHOTASC;443
2012;PIRATUBASC;IPIRASC;88379
2012;PIRATUBASC;ITAJAÍSC;74
2012;PIRATUBASC;JOAÇABASC;2535
2012;PIRATUBASC;LACERDÓPOLISSC;173
2012;PIRATUBASC;LUZERNASC;39
2012;PIRATUBASC;MATOS COSTASC;2
2012;PIRATUBASC;NAVEGANTESSC;162
2012;PIRATUBASC;OUROSC;1231
2012;PIRATUBASC;PENHASC;27
2012;PIRATUBASC;PERITIBASC;282
2012;PIRATUBASC;PINHEIRO PRETOSC;15
2012;PIRATUBASC;PORTO UNIÃOSC;143
2012;PIRATUBASC;RIO DAS ANTASSC;9
2012;PIRATUBASC;RIO DO SULSC;102
2012;PIRATUBASC;TANGARÁSC;33
2012;PIRATUBASC;VIDEIRASC;331
2012;PIRATUBASC;ZORTÉASC;236
2012;PLANALTO ALEGRESC;CAIBISC;228
2012;PLANALTO ALEGRESC;CAXAMBU DO SULSC;1778
2012;PLANALTO ALEGRESC;CHAPECÓSC;13790
2012;PLANALTO ALEGRESC;DESCANSOSC;12
2012;PLANALTO ALEGRESC;GUATAMBÚSC;1030
2012;PLANALTO ALEGRESC;IPORÃ DO OESTESC;22
2012;PLANALTO ALEGRESC;ITAPIRANGASC;100
2012;PLANALTO ALEGRESC;MONDAÍSC;30
2012;PLANALTO ALEGRESC;PALMITOSSC;440
2012;PLANALTO ALEGRESC;RIQUEZASC;16
2012;PLANALTO ALEGRESC;SÃO CARLOSSC;2573
2012;PLANALTO ALEGRESC;SÃO MIGUEL DO OESTESC;57
2012;PLANALTO ALEGRESC;ÁGUAS DE CHAPECÓSC;1958
2012;POMERODESC;APIÚNASC;145
2012;POMERODESC;ARARANGUÁSC;42
2012;POMERODESC;ASCURRASC;163
2012;POMERODESC;BALNEÁRIO CAMBORIÚSC;677
2012;POMERODESC;BIGUAÇUSC;5
2012;POMERODESC;BLUMENAUSC;414791
2012;POMERODESC;CRICIÚMASC;63
2012;POMERODESC;FLORIANÓPOLISSC;621
2012;POMERODESC;GASPARSC;55
2012;POMERODESC;GUARAMIRIMSC;1318
2012;POMERODESC;IBIRAMASC;64
2012;POMERODESC;ILHOTASC;6
2012;POMERODESC;IMBITUBASC;46
2012;POMERODESC;INDAIALSC;3408
2012;POMERODESC;ITAJAÍSC;638
2012;POMERODESC;ITAPEMASC;144
2012;POMERODESC;JARAGUÁ DO SULSC;5463
2012;POMERODESC;JOINVILLESC;2756
2012;POMERODESC;PRESIDENTE GETÚLIOSC;148
2012;POMERODESC;PRESIDENTE NEREUSC;273
2012;POMERODESC;RIO DO SULSC;1265
2012;POMERODESC;RODEIOSC;170
2012;POMERODESC;TIJUCASSC;22
2012;POMERODESC;TIMBÓSC;4786
2012;POMERODESC;TUBARÃOSC;55
2012;PONTE ALTA DO NORTESC;CAÇADORSC;121
2012;PONTE ALTA DO NORTESC;CORREIA PINTOSC;322
2012;PONTE ALTA DO NORTESC;CURITIBANOSSC;11342
2012;PONTE ALTA DO NORTESC;ITAIÓPOLISSC;23
2012;PONTE ALTA DO NORTESC;LAGESSC;1624
2012;PONTE ALTA DO NORTESC;LEBON RÉGISSC;56
2012;PONTE ALTA DO NORTESC;MAFRASC;54
2012;PONTE ALTA DO NORTESC;MONTE CASTELOSC;88
2012;PONTE ALTA DO NORTESC;PAPANDUVASC;17
2012;PONTE ALTA DO NORTESC;PONTE ALTASC;273
2012;PONTE ALTA DO NORTESC;SANTA CECÍLIASC;6405
2012;PONTE ALTA DO NORTESC;SÃO CRISTOVÃO DO SULSC;6172
2012;PONTE ALTASC;ALFREDO WAGNERSC;3
2012;PONTE ALTASC;ASCURRASC;3
2012;PONTE ALTASC;BALNEÁRIO CAMBORIÚSC;2
2012;PONTE ALTASC;BLUMENAUSC;60
2012;PONTE ALTASC;BOM JARDIM DA SERRASC;128
2012;PONTE ALTASC;BRAÇO DO NORTESC;1472
2012;PONTE ALTASC;CAMPOS NOVOSSC;102
2012;PONTE ALTASC;CANOINHASSC;72
2012;PONTE ALTASC;CATANDUVASSC;14
2012;PONTE ALTASC;CHAPECÓSC;47
2012;PONTE ALTASC;CORDILHEIRA ALTASC;1
2012;PONTE ALTASC;CORREIA PINTOSC;11361
2012;PONTE ALTASC;CRICIÚMASC;1808
2012;PONTE ALTASC;CURITIBANOSSC;3649
2012;PONTE ALTASC;DIONÍSIO CERQUEIRASC;9
2012;PONTE ALTASC;ERVAL VELHOSC;13
2012;PONTE ALTASC;FAXINAL DOS GUEDESSC;9
2012;PONTE ALTASC;FLORIANÓPOLISSC;118
2012;PONTE ALTASC;FRAIBURGOSC;90
2012;PONTE ALTASC;GRAVATALSC;61
2012;PONTE ALTASC;ITAIÓPOLISSC;2
2012;PONTE ALTASC;ITAJAÍSC;1
2012;PONTE ALTASC;IÇARASC;6
2012;PONTE ALTASC;JOAÇABASC;54
2012;PONTE ALTASC;LAGESSC;10557
2012;PONTE ALTASC;LAURO MULLERSC;116
2012;PONTE ALTASC;LONTRASSC;5
2012;PONTE ALTASC;MAFRASC;159
2012;PONTE ALTASC;MAJOR VIEIRASC;3
2012;PONTE ALTASC;MONTE CARLOSC;95
2012;PONTE ALTASC;MONTE CASTELOSC;59
2012;PONTE ALTASC;ORLEANSSC;478
2012;PONTE ALTASC;OTACÍLIO COSTASC;54
2012;PONTE ALTASC;PALMEIRASC;5
2012;PONTE ALTASC;PAPANDUVASC;20
2012;PONTE ALTASC;PONTE ALTA DO NORTESC;273
2012;PONTE ALTASC;PONTE SERRADASC;20
2012;PONTE ALTASC;PORTO UNIÃOSC;6
2012;PONTE ALTASC;POUSO REDONDOSC;41
2012;PONTE ALTASC;RIO DO SULSC;168
2012;PONTE ALTASC;SANTA CECÍLIASC;461
2012;PONTE ALTASC;SÃO CRISTOVÃO DO SULSC;2510
2012;PONTE ALTASC;SÃO JOAQUIMSC;1071
2012;PONTE ALTASC;SÃO LUDGEROSC;103
2012;PONTE ALTASC;TROMBUDO CENTRALSC;14
2012;PONTE ALTASC;TUBARÃOSC;2974
2012;PONTE ALTASC;VARGEM BONITASC;1
2012;PONTE ALTASC;VARGEÃOSC;6
2012;PONTE ALTASC;VIDEIRASC;30
2012;PONTE ALTASC;XANXERÊSC;32
2012;PONTE ALTASC;XAXIMSC;6
2012;PONTE SERRADASC;ABELARDO LUZSC;301
2012;PONTE SERRADASC;BOM JARDIM DA SERRASC;28
2012;PONTE SERRADASC;BOM JESUSSC;63
2012;PONTE SERRADASC;BRAÇO DO NORTESC;11
2012;PONTE SERRADASC;CAMPO ALEGRESC;3
2012;PONTE SERRADASC;CAMPOS NOVOSSC;442
2012;PONTE SERRADASC;CATANDUVASSC;4760
2012;PONTE SERRADASC;CAÇADORSC;623
2012;PONTE SERRADASC;CHAPECÓSC;3027
2012;PONTE SERRADASC;CORDILHEIRA ALTASC;10
2012;PONTE SERRADASC;CORREIA PINTOSC;97
2012;PONTE SERRADASC;CRICIÚMASC;90
2012;PONTE SERRADASC;CURITIBANOSSC;210
2012;PONTE SERRADASC;ERVAL VELHOSC;17
2012;PONTE SERRADASC;FAXINAL DOS GUEDESSC;3619
2012;PONTE SERRADASC;GRAVATALSC;2
2012;PONTE SERRADASC;IÇARASC;3
2012;PONTE SERRADASC;JOAÇABASC;4499
2012;PONTE SERRADASC;JOINVILLESC;71
2012;PONTE SERRADASC;LAGESSC;679
2012;PONTE SERRADASC;LAURO MULLERSC;8
2012;PONTE SERRADASC;LEBON RÉGISSC;23
2012;PONTE SERRADASC;MAFRASC;22
2012;PONTE SERRADASC;MARAVILHASC;105
2012;PONTE SERRADASC;MONTE CASTELOSC;4
2012;PONTE SERRADASC;ORLEANSSC;20
2012;PONTE SERRADASC;PAPANDUVASC;15
2012;PONTE SERRADASC;PINHALZINHOSC;140
2012;PONTE SERRADASC;PONTE ALTASC;20
2012;PONTE SERRADASC;RIO NEGRINHOSC;23
2012;PONTE SERRADASC;SANTA CECÍLIASC;46
2012;PONTE SERRADASC;SÃO BENTO DO SULSC;16
2012;PONTE SERRADASC;SÃO CRISTOVÃO DO SULSC;14
2012;PONTE SERRADASC;SÃO JOAQUIMSC;13
2012;PONTE SERRADASC;SÃO LUDGEROSC;1
2012;PONTE SERRADASC;SÃO MIGUEL DO OESTESC;128
2012;PONTE SERRADASC;TANGARÁSC;117
2012;PONTE SERRADASC;TUBARÃOSC;60
2012;PONTE SERRADASC;VARGEM BONITASC;6599
2012;PONTE SERRADASC;VARGEÃOSC;2363
2012;PONTE SERRADASC;VIDEIRASC;672
2012;PONTE SERRADASC;XANXERÊSC;9473
2012;PONTE SERRADASC;XAXIMSC;850
2012;PORTO BELOSC;BALNEÁRIO CAMBORIÚSC;101452
2012;PORTO BELOSC;BIGUAÇUSC;1946
2012;PORTO BELOSC;BOMBINHASSC;102270
2012;PORTO BELOSC;FLORIANÓPOLISSC;4788
2012;PORTO BELOSC;GOVERNADOR CELSO RAMOSSC;309
2012;PORTO BELOSC;ITAJAÍSC;34921
2012;PORTO BELOSC;ITAPEMASC;127952
2012;PORTO BELOSC;LUIZ ALVESSC;5
2012;PORTO BELOSC;NAVEGANTESSC;27
2012;PORTO BELOSC;TIJUCASSC;54594
2012;PORTO BELOSC;TUBARÃOSC;236
2012;PORTO UNIÃOSC;BALNEÁRIO CAMBORIÚSC;4013
2012;PORTO UNIÃOSC;BALNEÁRIO PIÇARRASSC;970
2012;PORTO UNIÃOSC;BARRA VELHASC;697
2012;PORTO UNIÃOSC;CALMONSC;2019
2012;PORTO UNIÃOSC;CANOINHASSC;15402
2012;PORTO UNIÃOSC;CAPINZALSC;457
2012;PORTO UNIÃOSC;CAÇADORSC;7494
2012;PORTO UNIÃOSC;CORREIA PINTOSC;17
2012;PORTO UNIÃOSC;CURITIBANOSSC;52
2012;PORTO UNIÃOSC;FLORIANÓPOLISSC;3037
2012;PORTO UNIÃOSC;IBICARÉSC;101
2012;PORTO UNIÃOSC;IPIRASC;122
2012;PORTO UNIÃOSC;IRINEÓPOLISSC;18476
2012;PORTO UNIÃOSC;ITAJAÍSC;3470
2012;PORTO UNIÃOSC;JOAÇABASC;786
2012;PORTO UNIÃOSC;JOINVILLESC;8592
2012;PORTO UNIÃOSC;LACERDÓPOLISSC;12
2012;PORTO UNIÃOSC;LAGESSC;74
2012;PORTO UNIÃOSC;LUZERNASC;106
2012;PORTO UNIÃOSC;MAFRASC;3457
2012;PORTO UNIÃOSC;MAJOR VIEIRASC;70
2012;PORTO UNIÃOSC;MATOS COSTASC;8533
2012;PORTO UNIÃOSC;MONTE CASTELOSC;38
2012;PORTO UNIÃOSC;OUROSC;17
2012;PORTO UNIÃOSC;PINHEIRO PRETOSC;44
2012;PORTO UNIÃOSC;PIRATUBASC;143
2012;PORTO UNIÃOSC;PONTE ALTASC;6
2012;PORTO UNIÃOSC;RIO DAS ANTASSC;270
2012;PORTO UNIÃOSC;RIO NEGRINHOSC;710
2012;PORTO UNIÃOSC;SANTA CECÍLIASC;42
2012;PORTO UNIÃOSC;SÃO BENTO DO SULSC;1768
2012;PORTO UNIÃOSC;TANGARÁSC;355
2012;PORTO UNIÃOSC;TIJUCASSC;330
2012;PORTO UNIÃOSC;TRÊS BARRASSC;18
2012;PORTO UNIÃOSC;VIDEIRASC;1625
2012;POUSO REDONDOSC;AGRONÔMICASC;1189
2012;POUSO REDONDOSC;APIÚNASC;110
2012;POUSO REDONDOSC;ASCURRASC;75
2012;POUSO REDONDOSC;BALNEÁRIO CAMBORIÚSC;258
2012;POUSO REDONDOSC;BLUMENAUSC;22426
2012;POUSO REDONDOSC;CAMPOS NOVOSSC;2172
2012;POUSO REDONDOSC;CAÇADORSC;478
2012;POUSO REDONDOSC;CHAPECÓSC;98
2012;POUSO REDONDOSC;CONCÓRDIASC;7856
2012;POUSO REDONDOSC;CURITIBANOSSC;1410
2012;POUSO REDONDOSC;FLORIANÓPOLISSC;346
2012;POUSO REDONDOSC;GASPARSC;59
2012;POUSO REDONDOSC;GUARAMIRIMSC;124
2012;POUSO REDONDOSC;ILHOTASC;29
2012;POUSO REDONDOSC;INDAIALSC;348
2012;POUSO REDONDOSC;ITAIÓPOLISSC;389
2012;POUSO REDONDOSC;ITAJAÍSC;312
2012;POUSO REDONDOSC;ITAPEMASC;264
2012;POUSO REDONDOSC;ITUPORANGASC;22
2012;POUSO REDONDOSC;JABORÁSC;386
2012;POUSO REDONDOSC;JARAGUÁ DO SULSC;578
2012;POUSO REDONDOSC;JOAÇABASC;7292
2012;POUSO REDONDOSC;JOINVILLESC;1157
2012;POUSO REDONDOSC;LAGESSC;5882
2012;POUSO REDONDOSC;LEBON RÉGISSC;133
2012;POUSO REDONDOSC;LONTRASSC;79
2012;POUSO REDONDOSC;MARAVILHASC;46
2012;POUSO REDONDOSC;MASSARANDUBASC;44
2012;POUSO REDONDOSC;MIRIM DOCESC;1
2012;POUSO REDONDOSC;OTACÍLIO COSTASC;2780
2012;POUSO REDONDOSC;PALMEIRASC;58
2012;POUSO REDONDOSC;PINHALZINHOSC;7
2012;POUSO REDONDOSC;PONTE ALTASC;41
2012;POUSO REDONDOSC;RIO DO CAMPOSC;1472
2012;POUSO REDONDOSC;RIO DO SULSC;26193
2012;POUSO REDONDOSC;RODEIOSC;44
2012;POUSO REDONDOSC;SANTA CECÍLIASC;354
2012;POUSO REDONDOSC;SÃO CRISTOVÃO DO SULSC;563
2012;POUSO REDONDOSC;SÃO MIGUEL DO OESTESC;14
2012;POUSO REDONDOSC;TAIÓSC;23164
2012;POUSO REDONDOSC;TIMBÓSC;82
2012;POUSO REDONDOSC;TROMBUDO CENTRALSC;13886
2012;POUSO REDONDOSC;VARGEM BONITASC;17
2012;POUSO REDONDOSC;XANXERÊSC;41
2012;PRAIA GRANDESC;ARARANGUÁSC;8115
2012;PRAIA GRANDESC;BALNEÁRIO PIÇARRASSC;294
2012;PRAIA GRANDESC;BARRA VELHASC;39
2012;PRAIA GRANDESC;CRICIÚMASC;3841
2012;PRAIA GRANDESC;JACINTO MACHADOSC;1016
2012;PRAIA GRANDESC;MARACAJÁSC;65
2012;PRAIA GRANDESC;NAVEGANTESSC;64
2012;PRAIA GRANDESC;PASSO DE TORRESSC;45
2012;PRAIA GRANDESC;PENHASC;415
2012;PRAIA GRANDESC;SANTA ROSA DO SULSC;1622
2012;PRAIA GRANDESC;SOMBRIOSC;6778
2012;PRAIA GRANDESC;SÃO JOÃO DO SULSC;4668
2012;PRAIA GRANDESC;ÁGUA DOCESC;2
2012;PRESIDENTE CASTELLO BRANCOSC;CONCÓRDIASC;3407
2012;PRESIDENTE GETÚLIOSC;APIÚNASC;1111
2012;PRESIDENTE GETÚLIOSC;ASCURRASC;879
2012;PRESIDENTE GETÚLIOSC;BLUMENAUSC;4220
2012;PRESIDENTE GETÚLIOSC;DONA EMMASC;2189
2012;PRESIDENTE GETÚLIOSC;GUARAMIRIMSC;194
2012;PRESIDENTE GETÚLIOSC;IBIRAMASC;14187
2012;PRESIDENTE GETÚLIOSC;INDAIALSC;3307
2012;PRESIDENTE GETÚLIOSC;JARAGUÁ DO SULSC;353
2012;PRESIDENTE GETÚLIOSC;JOINVILLESC;442
2012;PRESIDENTE GETÚLIOSC;LONTRASSC;830
2012;PRESIDENTE GETÚLIOSC;POMERODESC;148
2012;PRESIDENTE GETÚLIOSC;RIO DO SULSC;4123
2012;PRESIDENTE GETÚLIOSC;RODEIOSC;165
2012;PRESIDENTE GETÚLIOSC;TIMBÓSC;271
2012;PRESIDENTE GETÚLIOSC;VITOR MEIRELESSC;4
2012;PRESIDENTE GETÚLIOSC;WITMARSUMSC;867
2012;PRESIDENTE NEREUSC;BALNEÁRIO CAMBORIÚSC;10
2012;PRESIDENTE NEREUSC;BLUMENAUSC;100
2012;PRESIDENTE NEREUSC;FLORIANÓPOLISSC;42
2012;PRESIDENTE NEREUSC;GASPARSC;1
2012;PRESIDENTE NEREUSC;ITAJAÍSC;12
2012;PRESIDENTE NEREUSC;ITAPEMASC;6
2012;PRESIDENTE NEREUSC;JARAGUÁ DO SULSC;188
2012;PRESIDENTE NEREUSC;LONTRASSC;7682
2012;PRESIDENTE NEREUSC;POMERODESC;273
2012;PRESIDENTE NEREUSC;RIO DO SULSC;9710
2012;PRINCESASC;SÃO JOSÉ DO CEDROSC;5889
2012;QUILOMBOSC;CAMPO ERÊSC;242
2012;QUILOMBOSC;CHAPECÓSC;11016
2012;QUILOMBOSC;CONCÓRDIASC;375
2012;QUILOMBOSC;CORONEL FREITASSC;4957
2012;QUILOMBOSC;DIONÍSIO CERQUEIRASC;64
2012;QUILOMBOSC;FORMOSA DO SULSC;7476
2012;QUILOMBOSC;NOVA ITABERABASC;59
2012;QUILOMBOSC;NOVO HORIZONTESC;551
2012;QUILOMBOSC;PALMA SOLASC;24
2012;QUILOMBOSC;SEARASC;1969
2012;QUILOMBOSC;SÃO LOURENÇO DO OESTESC;3778
2012;RANCHO QUEIMADOSC;ABELARDO LUZSC;16
2012;RANCHO QUEIMADOSC;ALFREDO WAGNERSC;1301
2012;RANCHO QUEIMADOSC;ANGELINASC;437
2012;RANCHO QUEIMADOSC;ANITÁPOLISSC;420
2012;RANCHO QUEIMADOSC;AURORASC;2
2012;RANCHO QUEIMADOSC;BOCAINA DO SULSC;13
2012;RANCHO QUEIMADOSC;BOM JESUSSC;68
2012;RANCHO QUEIMADOSC;BOM RETIROSC;736
2012;RANCHO QUEIMADOSC;CHAPECÓSC;118
2012;RANCHO QUEIMADOSC;CURITIBANOSSC;3
2012;RANCHO QUEIMADOSC;FLORIANÓPOLISSC;9332
2012;RANCHO QUEIMADOSC;ITUPORANGASC;103
2012;RANCHO QUEIMADOSC;LAGESSC;570
2012;RANCHO QUEIMADOSC;PALHOÇASC;1409
2012;RANCHO QUEIMADOSC;RIO DO SULSC;118
2012;RANCHO QUEIMADOSC;SANTA ROSA DE LIMASC;57
2012;RANCHO QUEIMADOSC;SANTO AMARO DA IMPERATRIZSC;3646
2012;RANCHO QUEIMADOSC;SÃO CARLOSSC;4
2012;RANCHO QUEIMADOSC;SÃO JOAQUIMSC;27
2012;RANCHO QUEIMADOSC;SÃO JOSÉSC;652
2012;RANCHO QUEIMADOSC;URUBICISC;50
2012;RANCHO QUEIMADOSC;VIDEIRASC;2
2012;RANCHO QUEIMADOSC;XANXERÊSC;272
2012;RANCHO QUEIMADOSC;XAXIMSC;19
2012;RANCHO QUEIMADOSC;ÁGUAS MORNASSC;727
2012;RIO DAS ANTASSC;CALMONSC;35
2012;RIO DAS ANTASSC;CAPINZALSC;24
2012;RIO DAS ANTASSC;CAÇADORSC;12049
2012;RIO DAS ANTASSC;DIONÍSIO CERQUEIRASC;135
2012;RIO DAS ANTASSC;IBICARÉSC;23
2012;RIO DAS ANTASSC;IPIRASC;2
2012;RIO DAS ANTASSC;JOAÇABASC;238
2012;RIO DAS ANTASSC;LAGESSC;1098
2012;RIO DAS ANTASSC;LUZERNASC;18
2012;RIO DAS ANTASSC;MATOS COSTASC;62
2012;RIO DAS ANTASSC;OUROSC;4
2012;RIO DAS ANTASSC;PINHEIRO PRETOSC;220
2012;RIO DAS ANTASSC;PIRATUBASC;9
2012;RIO DAS ANTASSC;PORTO UNIÃOSC;270
2012;RIO DAS ANTASSC;TANGARÁSC;191
2012;RIO DAS ANTASSC;VIDEIRASC;18399
2012;RIO DO CAMPOSC;AGRONÔMICASC;94
2012;RIO DO CAMPOSC;BIGUAÇUSC;17
2012;RIO DO CAMPOSC;IBIRAMASC;7
2012;RIO DO CAMPOSC;ITAIÓPOLISSC;4456
2012;RIO DO CAMPOSC;PAPANDUVASC;27
2012;RIO DO CAMPOSC;POUSO REDONDOSC;1472
2012;RIO DO CAMPOSC;RIO DO SULSC;2902
2012;RIO DO CAMPOSC;TAIÓSC;7191
2012;RIO DO CAMPOSC;TROMBUDO CENTRALSC;147
2012;RIO DO OESTESC;BALNEÁRIO CAMBORIÚSC;72
2012;RIO DO OESTESC;BLUMENAUSC;385
2012;RIO DO OESTESC;FLORIANÓPOLISSC;32
2012;RIO DO OESTESC;ITAJAÍSC;91
2012;RIO DO OESTESC;LAURENTINOSC;18
2012;RIO DO OESTESC;RIO DO SULSC;162145
2012;RIO DO OESTESC;TAIÓSC;11
2012;RIO DO OESTESC;TIJUCASSC;51
2012;RIO DO SULSC;AGROLÂNDIASC;26854
2012;RIO DO SULSC;AGRONÔMICASC;68664
2012;RIO DO SULSC;ALFREDO WAGNERSC;3503
2012;RIO DO SULSC;APIÚNASC;894
2012;RIO DO SULSC;ASCURRASC;936
2012;RIO DO SULSC;ATALANTASC;10214
2012;RIO DO SULSC;AURORASC;32579
2012;RIO DO SULSC;BALNEÁRIO CAMBORIÚSC;5166
2012;RIO DO SULSC;BLUMENAUSC;36475
2012;RIO DO SULSC;BRAÇO DO TROMBUDOSC;3789
2012;RIO DO SULSC;CAMPOS NOVOSSC;1545
2012;RIO DO SULSC;CAPINZALSC;136
2012;RIO DO SULSC;CAÇADORSC;1670
2012;RIO DO SULSC;CHAPECÓSC;1649
2012;RIO DO SULSC;CONCÓRDIASC;294
2012;RIO DO SULSC;CURITIBANOSSC;10120
2012;RIO DO SULSC;FLORIANÓPOLISSC;14639
2012;RIO DO SULSC;FRAIBURGOSC;513
2012;RIO DO SULSC;GARUVASC;5291
2012;RIO DO SULSC;GASPARSC;353
2012;RIO DO SULSC;GUARAMIRIMSC;673
2012;RIO DO SULSC;GUARUJÁ DO SULSC;13
2012;RIO DO SULSC;IBIRAMASC;6141
2012;RIO DO SULSC;ILHOTASC;71
2012;RIO DO SULSC;IMBUIASC;7044
2012;RIO DO SULSC;INDAIALSC;10573
2012;RIO DO SULSC;ITAIÓPOLISSC;1293
2012;RIO DO SULSC;ITAJAÍSC;4501
2012;RIO DO SULSC;ITAPEMASC;4250
2012;RIO DO SULSC;ITUPORANGASC;44919
